vinho_id,rotulo,ano_colheita,tipo
95,trite-sauvignon,2001,branco
96,mild-chablis,1944,branco
97,endothermic-merlot,1938,rosé
98,paper-marsanne,1929,rosé
99,cheerful-riesling,1954,tinto
100,free-barolo,1976,rosé
101,great-chardonnay,1931,rosé
102,seething-madeira,1936,rosé
103,customer-zinfandel,1934,rosé
104,broad-chardonnay,1963,tinto
105,caramel-chardonnay,1992,rosé
106,lazy-banylus,1990,branco
107,red-auslese,1927,branco
108,short-banylus,1956,rosé
109,lead-madeira,1975,rosé
110,weary-rosé,1987,branco
111,chilly-claret,2001,branco
112,metallic-prosecco,1971,tinto
113,young-sauvignon,1951,branco
114,mean-shiraz,1927,branco
115,azure-port,1945,rosé
116,dark-port,2007,branco
117,synchronic-chablis,1928,tinto
118,concave-bardolino,2015,branco
119,simple-muscat,2008,rosé
120,light-muscat,1928,rosé
121,another-pinot,1953,branco
122,jolly-bardolino,2005,rosé
123,rosy-merlot,1935,tinto
124,rigid-bardolino,2008,tinto
125,hot-chablis,1981,branco
126,current-sauvignon,1981,branco
127,excited-beaujolais,1983,branco
128,adventurous-cabernet,2011,rosé
129,warped-pinot,1910,tinto
130,humid-banylus,1913,tinto
131,curious-sherry,1975,rosé
132,counting-auslese,1988,tinto
133,elaborate-sauvignon,2009,branco
134,speedy-barbaresco,1943,branco
135,calm-burgundy,1944,branco
136,synchronic-prosecco,2004,tinto
137,nervous-champagne,1982,branco
138,descriptive-auslese,1983,rosé
139,simple-mead,1968,rosé
140,fast-mead,1993,tinto
141,flashed-pinot,1954,rosé
142,grave-muscat,1928,rosé
143,spicy-sherry,1979,tinto
144,concrete-prosecco,1917,branco
145,proper-chablis,1972,branco
146,achromatic-champagne,1912,branco
147,livid-zinfandel,1930,tinto
148,linear-auslese,1925,rosé
149,free-auslese,1981,branco
150,glad-zinfandel,1951,branco
151,merry-rosé,1917,tinto
152,congruent-burgundy,1915,branco
153,lively-rosé,1969,tinto
154,associative-cabernet,1938,rosé
155,upbeat-banylus,2013,tinto
156,stone-chianti,2015,tinto
157,generative-barolo,2011,tinto
158,wide-chianti,1926,tinto
159,bisque-arneis,2002,rosé
160,jet-barbaresco,1913,rosé
161,several-zinfandel,1989,branco
162,slim-riesling,2007,rosé
163,gravitational-chinon,1937,rosé
164,raw-lambrusco,2001,branco
165,cloudy-chinon,1926,rosé
166,nippy-beaujolais,1974,tinto
167,paper-grappa,1939,tinto
168,graceful-lambrusco,1965,branco
169,absolute-albariño,1953,branco
170,grim-shiraz,1920,branco
171,cyclic-banylus,1913,tinto
172,fixed-champagne,1964,rosé
173,sophisticated-chinon,1920,tinto
174,mean-malbec,2012,branco
175,upbeat-chianti,1922,rosé
176,deafening-dolcetto,1915,rosé
177,random-noir,1993,tinto
178,oblique-grappa,1913,branco
179,feldspar-riesling,2001,tinto
180,nimble-sherry,1973,rosé
181,alternating-bardolino,1987,tinto
182,minimum-chinon,1980,tinto
183,fixed-bardolino,2003,branco
184,boxy-blanc,1984,branco
185,laminated-dolcetto,1945,rosé
186,crimson-champagne,1957,tinto
187,brilliant-champagne,1930,tinto
188,dry-chinon,1988,tinto
189,soft-prosecco,1950,rosé
190,light-auslese,1974,rosé
191,commutative-muscat,1971,branco
192,soluble-arneis,1954,branco
193,hasty-madeira,1959,branco
194,matching-chinon,2010,tinto
195,reduced-noir,1988,tinto
196,bent-muscat,1988,branco
197,pointed-albariño,1972,tinto
198,extremal-banylus,1932,branco
199,moist-blanc,1986,rosé
200,parallel-arneis,1954,branco
201,deafening-zinfandel,1941,rosé
202,blocky-blanc,1924,tinto
203,bright-beaujolais,1927,branco
204,calm-grappa,1913,tinto
205,wan-arneis,1954,rosé
206,pallid-champagne,1919,rosé
207,chalky-chianti,2015,rosé
208,iron-bardolino,1989,tinto
209,light-sherry,1954,tinto
210,synchronic-blanc,1939,tinto
211,calm-burgundy,1911,tinto
212,undirected-moscato,2013,rosé
213,forward-cabernet,1913,rosé
214,radiant-moscato,1946,branco
215,metallic-chianti,1944,branco
216,inflammable-burgundy,1989,tinto
217,exhaustive-mead,2007,rosé
218,staff-port,1954,rosé
219,immense-chablis,1979,rosé
220,happy-malbec,1919,branco
221,closed-chardonnay,1965,branco
222,large-amarone,1910,rosé
223,brass-chablis,1972,rosé
224,sizzling-madeira,1992,rosé
225,warped-banylus,1937,branco
226,warped-malbec,1957,rosé
227,violet-rosé,1984,rosé
228,warm-sauvignon,1920,tinto
229,quantum-amarone,1928,tinto
230,fixed-chinon,1911,branco
231,uniform-zinfandel,1964,rosé
232,flashed-arneis,1954,rosé
233,exponential-muscat,1958,tinto
234,clean-lambrusco,1964,branco
235,cautious-rosé,2004,tinto
236,fixed-mead,1977,tinto
237,azure-chablis,2014,tinto
238,overcast-arneis,2013,tinto
239,cautious-albariño,1915,rosé
240,wise-sauvignon,1960,rosé
241,dry-chablis,1935,tinto
242,vivid-muscat,1957,branco
243,wary-madeira,2014,branco
244,maroon-lambrusco,2014,branco
245,gilded-barolo,1924,branco
246,atomic-rosé,1962,tinto
247,direct-moscato,1929,rosé
248,open-merlot,1915,branco
249,spicy-dolcetto,1920,tinto
250,broad-beaujolais,1919,branco
251,fresh-moscato,2015,branco
252,glass-mead,1997,tinto
253,wicker-cabernet,2014,rosé
254,green-shiraz,1963,rosé
255,binding-merlot,1972,tinto
256,right-albariño,1926,rosé
257,chromatic-dolcetto,1984,tinto
258,threadbare-muscat,1946,tinto
259,black-lambrusco,1984,tinto
260,humble-noir,1948,rosé
261,cruel-champagne,1961,tinto
262,tense-port,1941,branco
263,swarm-barbaresco,1960,rosé
264,espressivo-rosé,1999,rosé
265,gilded-madeira,1978,rosé
266,complete-chianti,1992,rosé
267,plastic-grappa,1947,branco
268,long-chablis,1918,rosé
269,orthogonal-amarone,1946,rosé
270,cross-chianti,1930,tinto
271,meek-banylus,2005,rosé
272,genteel-moscato,2000,branco
273,plum-shiraz,1919,branco
274,immature-mead,1943,branco
275,religious-merlot,1957,branco
276,dry-blanc,1946,rosé
277,obvious-albariño,1936,rosé
278,exact-muscat,1923,branco
279,giant-cabernet,2013,branco
280,sour-riesling,1996,rosé
281,humane-auslese,1957,branco
282,fat-chianti,1980,tinto
283,inclusive-pinot,1997,branco
284,median-pinot,1926,branco
285,leather-riesling,1949,tinto
286,full-lambrusco,1997,tinto
287,curious-rosé,1996,rosé
288,amicable-sherry,1920,rosé
289,eager-burgundy,1945,tinto
290,meek-noir,1964,tinto
291,warm-chianti,1911,rosé
292,steel-claret,1983,branco
293,witty-prosecco,1976,tinto
294,olive-chianti,1977,rosé
295,radial-noir,1934,branco
296,amortized-dolcetto,1912,tinto
297,arid-claret,2015,branco
298,relative-lambrusco,2005,rosé
299,interior-barbaresco,1924,tinto
300,nondeterministic-blanc,1959,branco
301,tall-mead,1927,tinto
302,salty-blanc,1966,branco
303,young-banylus,1993,rosé
304,few-moscato,1985,rosé
305,progressive-sauvignon,1922,tinto
306,impulsive-moscato,1974,branco
307,sad-champagne,1917,tinto
308,some-mead,2009,tinto
309,bronze-amarone,2000,branco
310,aquamarine-mead,1926,branco
311,merry-albariño,1956,branco
312,glossy-grappa,2014,rosé
313,freezing-moscato,2015,tinto
314,horizontal-sauvignon,1968,tinto
315,corn-chardonnay,2004,rosé
316,polite-chardonnay,1947,branco
317,level-muscat,1979,rosé
318,plain-amarone,1984,rosé
319,cool-madeira,2007,rosé
320,metal-merlot,1911,tinto
321,sparse-pinot,1917,rosé
322,linear-sauvignon,1997,tinto
323,global-merlot,1968,tinto
324,champagne-shiraz,1936,tinto
325,felt-amarone,2013,branco
326,average-muscat,1996,tinto
327,mode-pinot,1992,tinto
328,visible-auslese,1962,branco
329,windy-mead,1983,tinto
330,optical-champagne,1992,rosé
331,generous-lambrusco,1941,rosé
332,resonnt-mead,1944,tinto
333,tempered-moscato,1980,branco
334,mild-barbaresco,1978,rosé
335,inventive-amarone,1912,branco
336,inscribed-auslese,1932,branco
337,faded-chardonnay,1917,rosé
338,direct-banylus,1927,branco
339,elaborate-arneis,1917,rosé
340,investor-chianti,1991,branco
341,novel-amarone,1923,rosé
342,lime-blanc,1998,tinto
343,cloudy-beaujolais,1934,rosé
344,lenient-barolo,1950,rosé
345,skinny-champagne,1962,rosé
346,humble-chinon,1981,rosé
347,booming-burgundy,1936,branco
348,cyan-barolo,1955,tinto
349,shortest-grappa,1975,rosé
350,exhaustive-zinfandel,1916,branco
351,future-grappa,1983,tinto
352,aquamarine-mead,1948,tinto
353,scalding-chablis,1983,tinto
354,acyclic-zinfandel,2002,tinto
355,moist-chianti,1995,rosé
356,descent-grappa,1968,rosé
357,creamy-barolo,1996,branco
358,solid-arneis,2008,branco
359,dark-sauvignon,2009,branco
360,bold-marsanne,1949,tinto
361,upbeat-rosé,1999,tinto
362,complicated-madeira,1983,rosé
363,rapid-moscato,1968,tinto
364,proud-bardolino,1940,tinto
365,callous-marsanne,1957,tinto
366,silver-pinot,1930,branco
367,planar-muscat,1994,branco
368,undecidable-riesling,1986,rosé
369,easy-claret,1978,tinto
370,green-sauvignon,1914,tinto
371,odious-pinot,1965,rosé
372,cautious-zinfandel,1962,tinto
373,insulated-lambrusco,2008,tinto
374,freezing-barbaresco,1989,branco
375,warped-noir,1989,rosé
376,dry-pinot,1918,rosé
377,wide-mead,1995,rosé
378,resolving-amarone,1986,rosé
379,religious-lambrusco,1919,branco
380,visible-prosecco,1988,branco
381,vintage-malbec,1952,tinto
382,sunny-madeira,1919,tinto
383,adagio-claret,1947,tinto
384,compact-albariño,1955,tinto
385,vicious-chablis,1968,branco
386,best-chianti,1997,rosé
387,synchronic-prosecco,2012,branco
388,chunky-chianti,1981,tinto
389,moist-port,1952,branco
390,clear-prosecco,1967,rosé
391,energetic-amarone,1999,rosé
392,complete-dolcetto,1972,branco
393,humongous-merlot,1924,branco
394,oily-chianti,1986,branco
395,coherent-zinfandel,1923,tinto
396,booming-port,1970,branco
397,boxy-riesling,2010,branco
398,burning-muscat,1917,branco
399,vertical-madeira,1911,rosé
400,glossy-pinot,1979,rosé
401,knurled-grappa,1992,tinto
402,light-chardonnay,1923,tinto
403,hidden-chablis,1970,rosé
404,gravitational-barolo,1963,rosé
405,equidistant-cabernet,1921,rosé
406,fresh-champagne,1917,branco
407,odious-claret,1956,branco
408,canary-riesling,1919,rosé
409,citron-dolcetto,1953,branco
410,cyclic-chablis,1931,branco
411,achromatic-chardonnay,1984,tinto
412,sleek-cabernet,1929,rosé
413,brownian-albariño,1983,rosé
414,diagonal-beaujolais,1949,branco
415,plumb-arneis,1998,rosé
416,jolly-sherry,1991,tinto
417,presto-beaujolais,1910,tinto
418,tan-prosecco,1921,tinto
419,deterministic-albariño,1962,rosé
420,auburn-dolcetto,1958,rosé
421,intense-port,1949,rosé
422,creative-madeira,1912,rosé
423,advanced-auslese,1970,rosé
424,mild-port,1992,tinto
425,feasible-banylus,1984,branco
426,descriptive-prosecco,1969,tinto
427,abstract-shiraz,1930,rosé
428,plum-auslese,1993,tinto
429,persistent-blanc,1950,rosé
430,rounded-grappa,1989,rosé
431,best-chianti,1910,tinto
432,free-sherry,2014,rosé
433,numerous-chardonnay,1926,branco
434,adjacent-mead,1999,rosé
435,forgiving-noir,1912,branco
436,acoustic-zinfandel,1983,branco
437,brave-grappa,2007,rosé
438,thin-auslese,1973,tinto
439,ecru-bardolino,1968,branco
440,shabby-champagne,1977,tinto
441,coped-barbaresco,1923,branco
442,ragged-chianti,1974,rosé
443,threaded-sherry,1990,rosé
444,active-burgundy,1917,branco
445,fast-moscato,1966,rosé
446,forgiving-port,1991,branco
447,pizzicato-arneis,1992,rosé
448,tiny-dolcetto,2003,tinto
449,animato-pinot,1956,rosé
450,weary-chardonnay,2009,tinto
451,coped-zinfandel,1959,rosé
452,concrete-chablis,1980,tinto
453,amiable-barolo,1971,rosé
454,obtuse-chardonnay,1996,tinto
455,complicated-blanc,1951,branco
456,flush-blanc,2008,branco
457,worried-auslese,2000,tinto
458,sparse-grappa,2002,rosé
459,chestnut-shiraz,1940,tinto
460,libretto-noir,1929,rosé
461,inverse-pinot,2001,branco
462,gritty-grappa,1924,rosé
463,tart-merlot,1918,branco
464,laminated-rosé,1950,rosé
465,inscribed-prosecco,1984,rosé
466,cheerful-barbaresco,1929,rosé
467,claret-arneis,1953,tinto
468,brute-lambrusco,1930,tinto
469,cream-chinon,1965,branco
470,future-barbaresco,1991,branco
471,short-shiraz,1958,tinto
472,camel-amarone,1953,branco
473,plastic-claret,1954,tinto
474,azure-arneis,1994,rosé
475,unary-port,1958,branco
476,warm-noir,1958,branco
477,tempered-cabernet,1930,tinto
478,brown-muscat,1967,branco
479,silver-prosecco,1964,branco
480,brute-force-port,1974,rosé
481,drab-moscato,1946,branco
482,radioactive-lambrusco,2001,rosé
483,oily-bardolino,1962,tinto
484,recursive-madeira,1956,branco
485,each-prosecco,1915,rosé
486,libretto-merlot,1919,tinto
487,vertical-arneis,2008,branco
488,generous-barbaresco,1963,tinto
489,fundamental-chinon,1956,branco
490,mechanical-barolo,2011,tinto
491,generative-rosé,1913,tinto
492,express-sauvignon,1948,rosé
493,helpful-moscato,2010,tinto
494,jolly-chablis,1920,branco
495,violent-marsanne,1922,branco
496,magenta-prosecco,1969,rosé
497,navy-noir,1917,branco
498,glum-champagne,1961,branco
499,inflammable-sherry,1976,branco
500,maximum-dolcetto,1964,tinto
501,cheerful-prosecco,2000,tinto
502,inclusive-amarone,2003,branco
503,purple-chianti,1910,rosé
504,randomized-grappa,1986,tinto
505,bent-albariño,1997,rosé
506,blocky-moscato,1999,branco
507,complete-chardonnay,1953,branco
508,feasible-pinot,1997,tinto
509,forward-blanc,1924,branco
510,selfish-dolcetto,1958,tinto
511,stubborn-claret,1961,branco
512,many-port,1926,branco
513,lazy-chianti,1915,tinto
514,gentle-sherry,1926,tinto
515,ordered-mead,1954,tinto
516,frayed-rosé,1993,branco
517,naive-banylus,2007,branco
518,rigid-moscato,2004,rosé
519,volumetric-rosé,2015,tinto
520,inflammable-albariño,1958,branco
521,animato-grappa,2015,branco
522,camel-zinfandel,1982,tinto
523,brass-prosecco,1920,rosé
524,parallel-noir,1968,tinto
525,horizontal-port,1927,rosé
526,clean-madeira,1912,branco
527,blocky-sauvignon,2015,rosé
528,noisy-pinot,2000,branco
529,latent-chablis,1955,tinto
530,sweet-chianti,1913,tinto
531,ash-mead,1952,tinto
532,arctic-moscato,1953,rosé
533,cold-lambrusco,1947,branco
534,lenient-mead,1994,tinto
535,burning-blanc,1923,tinto
536,respectful-arneis,1949,branco
537,isomorphic-rosé,1940,tinto
538,celeste-madeira,1990,branco
539,cyclic-noir,2000,branco
540,cyclic-riesling,1965,branco
541,gentle-albariño,1915,branco
542,optimal-moscato,1930,branco
543,intricate-blanc,1959,rosé
544,active-port,1987,tinto
545,flashed-madeira,1938,rosé
546,maroon-merlot,1924,tinto
547,direct-barbaresco,1947,rosé
548,potential-sauvignon,1969,branco
549,roaring-lambrusco,1922,tinto
550,olive-prosecco,1954,tinto
551,irregular-arneis,1947,rosé
552,indigo-banylus,1940,rosé
553,arid-dolcetto,2000,tinto
554,medium-barbaresco,1926,rosé
555,calm-bardolino,1926,rosé
556,salmon-bardolino,1968,rosé
557,daring-burgundy,1931,branco
558,salty-grappa,1977,branco
559,internal-arneis,1916,rosé
560,natural-auslese,1983,rosé
561,staccato-malbec,1922,branco
562,loud-muscat,1915,branco
563,oriented-chianti,1993,tinto
564,congruent-moscato,2006,tinto
565,solid-cabernet,1947,branco
566,symmetric-cabernet,1916,rosé
567,approximate-mead,1982,rosé
568,jet-chianti,1964,rosé
569,savage-zinfandel,1921,rosé
570,online-chardonnay,2006,tinto
571,heartless-chinon,1997,branco
572,grouchy-chinon,1958,rosé
573,iron-albariño,1920,tinto
574,humble-dolcetto,2015,rosé
575,wicker-sauvignon,1947,branco
576,random-banylus,2012,tinto
577,cruel-malbec,2000,branco
578,camel-grappa,1992,branco
579,teal-muscat,1936,tinto
580,mild-chinon,2014,tinto
581,gentle-grappa,1924,tinto
582,new-mead,1984,tinto
583,obnoxious-bardolino,1925,tinto
584,calm-mead,1932,tinto
585,ash-malbec,1992,tinto
586,avocado-dolcetto,2004,rosé
587,tart-dolcetto,1966,branco
588,direct-merlot,1981,tinto
589,radial-albariño,1983,rosé
590,solid-auslese,1983,rosé
591,cyan-prosecco,1955,rosé
592,largo-chardonnay,1965,branco
593,denim-malbec,1973,tinto
594,giant-chablis,1915,rosé
595,khaki-chinon,2004,branco
596,wood-beaujolais,1949,branco
597,pink-bardolino,1951,branco
598,orange-arneis,1983,rosé
599,direct-noir,1976,tinto
600,national-zinfandel,1942,rosé
601,wan-beaujolais,1973,rosé
602,bounded-dolcetto,1972,tinto
603,open-moscato,1987,tinto
604,unary-chablis,2003,tinto
605,mean-sauvignon,2004,branco
606,weathered-riesling,1921,tinto
607,shrewd-claret,1970,rosé
608,simple-chinon,2014,tinto
609,obliging-dolcetto,1981,rosé
610,resultant-barolo,1929,branco
611,indulgent-banylus,1935,rosé
612,objective-chardonnay,1926,rosé
613,watery-merlot,2008,tinto
614,fat-marsanne,1923,tinto
615,bounded-merlot,1990,rosé
616,sluggish-chinon,1942,tinto
617,equilateral-barolo,1926,branco
618,generous-marsanne,1982,branco
619,plastic-chinon,1911,tinto
620,bronze-mead,2009,branco
621,tan-marsanne,1948,tinto
622,exhaustive-chardonnay,1958,rosé
623,kind-amarone,1941,rosé
624,jet-sherry,1987,branco
625,optical-chardonnay,1980,tinto
626,complicated-banylus,1927,tinto
627,silver-pinot,1995,branco
628,zesty-grappa,1980,rosé
629,convoluted-moscato,2006,branco
630,formal-beaujolais,1915,rosé
631,crazy-arneis,1943,tinto
632,chromatic-prosecco,1992,rosé
633,fixed-bardolino,1952,branco
634,arid-sauvignon,1917,tinto
635,mode-mead,1967,branco
636,funny-marsanne,1917,branco
637,oily-sauvignon,1980,rosé
638,several-zinfandel,1934,branco
639,proper-moscato,1913,rosé
640,intricate-bardolino,1920,tinto
641,proud-moscato,1992,rosé
642,adagio-arneis,1993,tinto
643,mild-marsanne,1954,rosé
644,broad-noir,1920,branco
645,devout-chianti,1979,rosé
646,vibrant-bardolino,2004,rosé
647,crunchy-marsanne,1961,tinto
648,obtuse-malbec,2003,branco
649,rosy-merlot,1993,rosé
650,rigid-chablis,1927,branco
651,internal-pinot,1917,rosé
652,brute-force-champagne,1911,rosé
653,white-amarone,1986,branco
654,glad-madeira,1999,rosé
655,dry-beaujolais,1954,branco
656,slim-champagne,1932,rosé
657,upbeat-sherry,1927,tinto
658,shabby-zinfandel,1930,branco
659,big-chardonnay,2003,rosé
660,potential-blanc,1957,rosé
661,chocolate-albariño,1997,tinto
662,soluble-blanc,1967,branco
663,matching-sauvignon,1916,rosé
664,icy-cabernet,2004,tinto
665,extended-amarone,1955,rosé
666,maximum-albariño,1911,branco
667,pallid-chianti,1997,rosé
668,caramel-lambrusco,1940,rosé
669,spry-cabernet,2007,rosé
670,flashed-auslese,1945,rosé
671,isomorphic-moscato,1988,tinto
672,coincident-barolo,1938,tinto
673,seething-port,1921,branco
674,excited-marsanne,1964,tinto
675,tough-zinfandel,1933,tinto
676,exponential-noir,2000,branco
677,simple-chardonnay,1947,tinto
678,gray-arneis,1917,tinto
679,simple-riesling,2004,branco
680,binding-pinot,1991,branco
681,yellow-amarone,1964,branco
682,rosy-port,1931,rosé
683,diachronic-muscat,1916,rosé
684,crunchy-bardolino,1963,branco
685,quick-noir,1993,branco
686,abstract-barbaresco,2000,branco
687,latent-blanc,1959,rosé
688,sunny-beaujolais,1977,rosé
689,radial-zinfandel,1963,tinto
690,right-lambrusco,1974,tinto
691,rowdy-riesling,1958,branco
692,vibrato-pinot,1977,rosé
693,soft-muscat,2002,rosé
694,covering-barolo,1921,rosé
695,intricate-sherry,2011,branco
696,average-muscat,1981,tinto
697,free-chardonnay,1929,branco
698,every-madeira,1923,tinto
699,funny-merlot,1941,tinto
700,many-bardolino,1998,branco
701,exothermic-muscat,1940,tinto
702,exothermic-chinon,2007,tinto
703,loud-blanc,1942,rosé
704,dry-port,1958,tinto
705,tense-barbaresco,1999,branco
706,best-barbaresco,1914,branco
707,brute-bardolino,2009,tinto
708,grating-beaujolais,1970,rosé
709,compact-auslese,2003,rosé
710,burgundy-sherry,1976,tinto
711,round-madeira,1974,tinto
712,oily-barolo,2007,branco
713,another-malbec,1966,tinto
714,golden-muscat,1989,rosé
715,glum-dolcetto,1950,tinto
716,cobalt-grappa,2011,branco
717,glossy-bardolino,1987,branco
718,beige-rosé,1979,branco
719,vintage-blanc,1978,branco
720,plain-port,1933,branco
721,little-bardolino,2008,tinto
722,faded-sherry,1951,tinto
723,blaring-barolo,1930,tinto
724,warped-shiraz,1999,tinto
725,massive-muscat,1945,branco
726,pointed-sherry,1927,rosé
727,future-claret,1971,tinto
728,internal-cabernet,2012,rosé
729,level-grappa,1980,tinto
730,rigid-malbec,1946,tinto
731,late-cabernet,1985,rosé
732,online-shiraz,1997,branco
733,pure-merlot,1955,tinto
734,wary-blanc,1962,tinto
735,salmon-amarone,1977,tinto
736,brute-force-riesling,1925,rosé
737,average-mead,1942,branco
738,several-pinot,1926,rosé
739,blazing-burgundy,1997,rosé
740,deafening-grappa,1977,branco
741,natural-shiraz,1949,rosé
742,chocolate-barbaresco,1971,branco
743,happy-blanc,2003,tinto
744,random-auslese,1924,branco
745,steel-barbaresco,1958,tinto
746,laminated-noir,1996,rosé
747,concrete-muscat,1924,rosé
748,plain-noir,1944,tinto
749,few-claret,1955,rosé
750,average-rosé,1911,branco
751,feasible-malbec,1977,tinto
752,bright-barolo,2015,rosé
753,espressivo-zinfandel,2013,tinto
754,pleasant-riesling,1939,branco
755,leather-grappa,1924,branco
756,crazy-chardonnay,1954,rosé
757,molten-auslese,1953,branco
758,lazy-champagne,1991,tinto
759,binding-champagne,1960,branco
760,nearest-chinon,1983,tinto
761,moderato-lambrusco,1978,tinto
762,greedy-albariño,2010,branco
763,savage-muscat,1958,rosé
764,unary-beaujolais,1972,branco
765,roaring-sauvignon,1971,tinto
766,small-rosé,1984,tinto
767,full-malbec,1971,branco
768,worried-merlot,1955,rosé
769,cheerful-muscat,1969,rosé
770,chief-pinot,1995,tinto
771,amortized-lambrusco,1936,tinto
772,aquamarine-muscat,1931,rosé
773,auburn-merlot,1941,branco
774,tomato-moscato,1915,tinto
775,moderato-barolo,1980,tinto
776,marked-amarone,1917,rosé
777,natural-burgundy,1997,branco
778,indigo-pinot,1996,rosé
779,mild-marsanne,1959,branco
780,blocking-muscat,1998,branco
781,dynamic-chianti,1969,branco
782,cautious-zinfandel,1911,tinto
783,descriptive-riesling,1967,rosé
784,approximate-merlot,2002,rosé
785,electric-madeira,2001,branco
786,humongous-madeira,1985,tinto
787,stable-banylus,2015,tinto
788,tender-barolo,1962,rosé
789,congruent-rosé,2013,tinto
790,hoary-malbec,2000,tinto
791,flat-blanc,1929,branco
792,breezy-bardolino,1959,tinto
793,oriented-chinon,1941,branco
794,modern-cabernet,2004,rosé
795,coral-blanc,1942,tinto
796,obvious-banylus,1920,rosé
797,undirected-prosecco,2000,rosé
798,humane-shiraz,1944,tinto
799,black-noir,1914,tinto
800,bitter-shiraz,1940,rosé
801,yellow-lambrusco,1992,tinto
802,orange-lambrusco,1988,branco
803,perfect-noir,2008,branco
804,tranquil-port,1924,tinto
805,cruel-grappa,1980,rosé
806,radial-zinfandel,1926,tinto
807,kind-malbec,2008,tinto
808,stern-banylus,1958,rosé
809,electric-pinot,1956,rosé
810,free-arneis,1966,branco
811,lively-marsanne,1988,rosé
812,largo-banylus,1924,branco
813,basic-barbaresco,1915,rosé
814,gray-rosé,1975,tinto
815,thundering-pinot,1916,branco
816,blue-sherry,1952,branco
817,calm-noir,1989,branco
818,ash-chablis,1953,tinto
819,latent-port,1999,tinto
820,shrewd-blanc,1943,tinto
821,sad-noir,1983,tinto
822,deterministic-madeira,1932,tinto
823,balanced-rosé,1939,branco
824,clear-cabernet,1924,tinto
825,afraid-chianti,1987,branco
826,cheerful-noir,2003,tinto
827,alternate-riesling,1970,rosé
828,ecru-burgundy,1981,branco
829,vivid-marsanne,2010,rosé
830,animato-mead,1934,branco
831,unproductive-madeira,1947,rosé
832,wooden-auslese,1969,tinto
833,red-madeira,1991,tinto
834,sunny-madeira,1950,tinto
835,concave-sherry,2006,branco
836,wood-mead,1960,rosé
837,espressivo-chinon,1986,tinto
838,plain-blanc,2011,rosé
